ticker,name,sector
1301.T,極洋,水産・農林業
1332.T,ニッスイ,水産・農林業
1333.T,マルハニチロ,水産・農林業
1375.T,ユキグニファクトリー,水産・農林業
1377.T,サカタのタネ,水産・農林業
1379.T,ホクト,水産・農林業
1414.T,ショーボンドホールディングス,建設業
1417.T,ミライト・ワン,建設業
1419.T,タマホーム,建設業
1429.T,日本アクア,建設業
1433.T,ベステラ,建設業
1515.T,日鉄鉱業,鉱業
1518.T,三井松島ホールディングス,その他製品
1605.T,ＩＮＰＥＸ,鉱業
1662.T,石油資源開発,鉱業
1663.T,Ｋ＆Ｏエナジーグループ,鉱業
1719.T,安藤・間,建設業
1720.T,東急建設,建設業
1721.T,コムシスホールディングス,建設業
1726.T,ビーアールホールディングス,建設業
1762.T,高松コンストラクショングループ,建設業
1766.T,東建コーポレーション,建設業
1780.T,ヤマウラ,建設業
1786.T,オリエンタル白石,建設業
1801.T,大成建設,建設業
1802.T,大林組,建設業
1803.T,清水建設,建設業
1808.T,長谷工コーポレーション,建設業
1812.T,鹿島建設,建設業
1813.T,不動テトラ,建設業
1814.T,大末建設,建設業
1815.T,鉄建建設,建設業
1820.T,西松建設,建設業
1833.T,奥村組,建設業
1835.T,東鉄工業,建設業
1852.T,淺沼組,建設業
1860.T,戸田建設,建設業
1861.T,熊谷組,建設業
1870.T,矢作建設工業,建設業
1871.T,ピーエス・コンストラクション,建設業
1873.T,日本ハウスホールディングス,建設業
1878.T,大東建託,不動産業
1879.T,新日本建設,建設業
1882.T,東亜道路工業,建設業
1885.T,東亜建設工業,建設業
1887.T,日本国土開発,建設業
1888.T,若築建設,建設業
1893.T,五洋建設,建設業
1898.T,世紀東急工業,建設業
1899.T,福田組,建設業
1911.T,住友林業,建設業
1925.T,大和ハウス工業,建設業
1926.T,ライト工業,建設業
1928.T,積水ハウス,建設業
1929.T,日特建設,建設業
1930.T,北陸電気工事,建設業
1934.T,ユアテック,建設業
1938.T,日本リーテック,建設業
1939.T,四電工,建設業
1941.T,中電工,建設業
1942.T,関電工,建設業
1944.T,きんでん,建設業
1945.T,東京エネシス,建設業
1946.T,トーエネック,建設業
1949.T,住友電設,建設業
1950.T,日本電設工業,建設業
1951.T,エクシオグループ,建設業
1952.T,新日本空調,建設業
1959.T,クラフティア,建設業
1961.T,三機工業,建設業
1963.T,日揮ホールディングス,建設業
1964.T,中外炉工業,建設業
1968.T,太平電業,建設業
1969.T,高砂熱学工業,建設業
1975.T,朝日工業社,建設業
1976.T,明星工業,建設業
1979.T,大氣社,建設業
1980.T,ダイダン,建設業
1982.T,日比谷総合設備,建設業
2001.T,ニップン,食料品
2002.T,日清製粉グループ本社,食料品
2004.T,昭和産業,食料品
2053.T,中部飼料,食料品
2060.T,フィード・ワン,食料品
2108.T,日本甜菜製糖,食料品
2109.T,ＤＭ三井製糖,食料品
2117.T,ウェルネオシュガー,食料品
2120.T,ＬＩＦＵＬＬ,サービス業
2121.T,ＭＩＸＩ,情報・通信業
2124.T,ジェイエイシーリクルートメント,サービス業
2127.T,日本Ｍ＆Ａセンターホールディングス,サービス業
2130.T,メンバーズ,サービス業
2146.T,ＵＴグループ,サービス業
2148.T,アイティメディア,サービス業
2153.T,Ｅ・Ｊホールディングス,サービス業
2154.T,オープンアップグループ,サービス業
2157.T,コシダカホールディングス,サービス業
2163.T,アルトナー,サービス業
2168.T,パソナグループ,サービス業
2170.T,リンクアンドモチベーション,サービス業
2175.T,エス・エム・エス,サービス業
2181.T,パーソルホールディングス,サービス業
2198.T,アイ・ケイ・ケイホールディングス,サービス業
2201.T,森永製菓,食料品
2206.T,江崎グリコ,食料品
2207.T,ｍｅｉｔｏ,食料品
2209.T,井村屋グループ,食料品
2211.T,不二家,食料品
2212.T,山崎製パン,食料品
2217.T,モロゾフ,食料品
2220.T,亀田製菓,食料品
2222.T,寿スピリッツ,食料品
2229.T,カルビー,食料品
2264.T,森永乳業,食料品
2266.T,六甲バター,食料品
2267.T,ヤクルト本社,食料品
2269.T,明治ホールディングス,食料品
2270.T,雪印メグミルク,食料品
2281.T,プリマハム,食料品
2282.T,日本ハム,食料品
2288.T,丸大食品,食料品
2292.T,Ｓ　Ｆｏｏｄｓ,食料品
2294.T,柿安本店,食料品
2296.T,伊藤ハム米久ホールディングス,食料品
2301.T,学情,サービス業
2307.T,クロスキャット,情報・通信業
2317.T,システナ,情報・通信業
2325.T,ＮＪＳ,サービス業
2326.T,デジタルアーツ,情報・通信業
2327.T,日鉄ソリューションズ,情報・通信業
2331.T,ＡＬＳＯＫ,サービス業
2335.T,キューブシステム,情報・通信業
2337.T,いちご,不動産業
2353.T,日本駐車場開発,不動産業
2359.T,コア,情報・通信業
2371.T,カカクコム,サービス業
2374.T,セントケア・ホールディング,サービス業
2378.T,ルネサンス,サービス業
2379.T,ディップ,サービス業
2384.T,ＳＢＳホールディングス,陸運業
2389.T,デジタルホールディングス,サービス業
2395.T,新日本科学,サービス業
2410.T,キャリアデザインセンター,サービス業
2413.T,エムスリー,サービス業
2429.T,ワールドホールディングス,サービス業
2432.T,ディー・エヌ・エー,情報・通信業
2433.T,博報堂ＤＹホールディングス,サービス業
2445.T,タカミヤ,サービス業
2461.T,ファンコミュニケーションズ,サービス業
2462.T,ライク,サービス業
2471.T,エスプール,サービス業
2475.T,ＷＤＢホールディングス,サービス業
2491.T,バリューコマース,サービス業
2492.T,インフォマート,サービス業
2501.T,サッポロホールディングス,食料品
2502.T,アサヒグループホールディングス,食料品
2503.T,キリンホールディングス,食料品
2531.T,宝ホールディングス,食料品
2533.T,オエノンホールディングス,食料品
2540.T,養命酒製造,食料品
2579.T,コカ・コーラ　ボトラーズジャパンホールディングス,食料品
2585.T,ライフドリンク　カンパニー,食料品
2587.T,サントリー食品インターナショナル,食料品
2590.T,ダイドーグループホールディングス,食料品
2593.T,伊藤園,食料品
2594.T,キーコーヒー,食料品
2602.T,日清オイリオグループ,食料品
2607.T,不二製油,食料品
2613.T,Ｊ－オイルミルズ,食料品
2659.T,サンエー,小売業
2664.T,カワチ薬品,小売業
2670.T,エービーシー・マート,小売業
2674.T,ハードオフコーポレーション,小売業
2676.T,高千穂交易,卸売業
2678.T,アスクル,小売業
2681.T,ゲオホールディングス,小売業
2685.T,アンドエスティＨＤ,小売業
2692.T,伊藤忠食品,卸売業
2695.T,くら寿司,小売業
2726.T,パルグループホールディングス,小売業
2730.T,エディオン,小売業
2733.T,あらた,卸売業
2734.T,サーラコーポレーション,小売業
2737.T,トーメンデバイス,卸売業
2742.T,ハローズ,小売業
2749.T,ＪＰホールディングス,サービス業
2752.T,フジオフードグループ本社,小売業
2753.T,あみやき亭,小売業
2760.T,東京エレクトロン　デバイス,卸売業
2767.T,円谷フィールズホールディングス,卸売業
2768.T,双日,卸売業
2784.T,アルフレッサ　ホールディングス,卸売業
2791.T,大黒天物産,小売業
2792.T,ハニーズホールディングス,小売業
2801.T,キッコーマン,食料品
2802.T,味の素,食料品
2804.T,ブルドックソース,食料品
2809.T,キユーピー,食料品
2810.T,ハウス食品グループ本社,食料品
2811.T,カゴメ,食料品
2815.T,アリアケジャパン,食料品
2871.T,ニチレイ,食料品
2874.T,横浜冷凍,卸売業
2875.T,東洋水産,食料品
2882.T,イートアンドホールディングス,食料品
2884.T,ヨシムラ・フード・ホールディングス,食料品
2897.T,日清食品ホールディングス,食料品
2908.T,フジッコ,食料品
2910.T,ロック・フィールド,食料品
2914.T,日本たばこ産業,食料品
2915.T,ケンコーマヨネーズ,食料品
2918.T,わらべや日洋ホールディングス,食料品
2922.T,なとり,食料品
2929.T,ファーマフーズ,食料品
2930.T,北の達人コーポレーション,化学
2931.T,ユーグレナ,食料品
2933.T,紀文食品,食料品
2935.T,ピックルスホールディングス,食料品
2975.T,スター・マイカ・ホールディングス,不動産業
2980.T,ＳＲＥホールディングス,不動産業
2982.T,ＡＤワークスグループ,不動産業
3002.T,グンゼ,繊維製品
3003.T,ヒューリック,不動産業
3028.T,アルペン,小売業
3031.T,ラクーンホールディングス,情報・通信業
3034.T,クオールホールディングス,小売業
3036.T,アルコニックス,卸売業
3038.T,神戸物産,卸売業
3040.T,ソリトンシステムズ,情報・通信業
3046.T,ジンズホールディングス,小売業
3048.T,ビックカメラ,小売業
3050.T,ＤＣＭホールディングス,小売業
3064.T,ＭｏｎｏｔａＲＯ,小売業
3076.T,あい　ホールディングス,卸売業
3086.T,Ｊ．フロント　リテイリング,小売業
3087.T,ドトール・日レスホールディングス,小売業
3088.T,マツキヨココカラ＆カンパニー,小売業
3091.T,ブロンコビリー,小売業
3092.T,ＺＯＺＯ,小売業
3093.T,トレジャー・ファクトリー,小売業
3097.T,物語コーポレーション,小売業
3099.T,三越伊勢丹ホールディングス,小売業
3101.T,東洋紡,化学
3103.T,ユニチカ,繊維製品
3104.T,富士紡ホールディングス,繊維製品
3105.T,日清紡ホールディングス,電気機器
3106.T,倉敷紡績,繊維製品
3107.T,ダイワボウホールディングス,卸売業
3109.T,シキボウ,繊維製品
3110.T,日東紡績,ガラス・土石製品
3116.T,トヨタ紡織,輸送用機器
3132.T,マクニカホールディングス,卸売業
3139.T,ラクト・ジャパン,卸売業
3148.T,クリエイトＳＤホールディングス,小売業
3150.T,グリムス,電気・ガス業
3151.T,バイタルケーエスケー・ホールディングス,卸売業
3153.T,八洲電機,卸売業
3154.T,メディアスホールディングス,卸売業
3156.T,レスター,卸売業
3167.T,ＴＯＫＡＩホールディングス,卸売業
3176.T,三洋貿易,卸売業
3179.T,シュッピン,小売業
3180.T,ビューティガレージ,卸売業
3182.T,オイシックス・ラ・大地,小売業
3183.T,ウイン・パートナーズ,卸売業
3186.T,ネクステージ,小売業
3191.T,ジョイフル本田,小売業
3193.T,エターナルホスピタリティグループ,小売業
3196.T,ホットランドホールディングス,小売業
3197.T,すかいらーくホールディングス,小売業
3198.T,ＳＦＰホールディングス,小売業
3199.T,綿半ホールディングス,小売業
3201.T,日本毛織,繊維製品
3221.T,ヨシックスホールディングス,小売業
3231.T,野村不動産ホールディングス,不動産業
3232.T,三重交通グループホールディングス,不動産業
3245.T,ディア・ライフ,不動産業
3252.T,地主,不動産業
3276.T,ＪＰＭＣ,不動産業
3284.T,フージャースホールディングス,不動産業
3288.T,オープンハウスグループ,不動産業
3289.T,東急不動産ホールディングス,不動産業
3291.T,飯田グループホールディングス,不動産業
3302.T,帝国繊維,繊維製品
3315.T,日本コークス工業,石油・石炭製品
3333.T,あさひ,小売業
3349.T,コスモス薬品,小売業
3360.T,シップヘルスケアホールディングス,卸売業
3371.T,ソフトクリエイトホールディングス,情報・通信業
3382.T,セブン＆アイ・ホールディングス,小売業
3387.T,クリエイト・レストランツ・ホールディングス,小売業
3388.T,明治電機工業,卸売業
3391.T,ツルハホールディングス,小売業
3393.T,スターティアホールディングス,卸売業
3395.T,サンマルクホールディングス,小売業
3397.T,トリドールホールディングス,小売業
3401.T,帝人,繊維製品
3402.T,東レ,繊維製品
3405.T,クラレ,化学
3407.T,旭化成,化学
3415.T,ＴＯＫＹＯ　ＢＡＳＥ,小売業
3431.T,宮地エンジニアリンググループ,金属製品
3433.T,トーカロ,金属製品
3436.T,ＳＵＭＣＯ,金属製品
3443.T,川田テクノロジーズ,金属製品
3445.T,ＲＳ　Ｔｅｃｈｎｏｌｏｇｉｅｓ,金属製品
3457.T,Ａｎｄ　Ｄｏホールディングス,不動産業
3465.T,ケイアイスター不動産,不動産業
3475.T,グッドコムアセット,不動産業
3480.T,ジェイ・エス・ビー,不動産業
3482.T,ロードスターキャピタル,不動産業
3484.T,イノベーションホールディングス,不動産業
3486.T,グローバル・リンク・マネジメント,不動産業
3496.T,アズーム,不動産業
3498.T,霞ヶ関キャピタル,不動産業
3501.T,ＳＵＭＩＮＯＥ,繊維製品
3539.T,ＪＭホールディングス,小売業
3543.T,コメダホールディングス,卸売業
3546.T,アレンザホールディングス,小売業
3548.T,バロックジャパンリミテッド,小売業
3549.T,クスリのアオキホールディングス,小売業
3561.T,力の源ホールディングス,小売業
3563.T,ＦＯＯＤ　＆　ＬＩＦＥ　ＣＯＭＰＡＮＩＥＳ,小売業
3569.T,セーレン,繊維製品
3580.T,小松マテーレ,繊維製品
3591.T,ワコールホールディングス,繊維製品
3593.T,ホギメディカル,繊維製品
3608.T,ＴＳＩホールディングス,繊維製品
3612.T,ワールド,繊維製品
3626.T,ＴＩＳ,情報・通信業
3632.T,グリーホールディングス,情報・通信業
3635.T,コーエーテクモホールディングス,情報・通信業
3636.T,三菱総合研究所,情報・通信業
3649.T,ファインデックス,情報・通信業
3655.T,ブレインパッド,情報・通信業
3656.T,ＫＬａｂ,情報・通信業
3657.T,ポールトゥウィンホールディングス,情報・通信業
3659.T,ネクソン,情報・通信業
3660.T,アイスタイル,情報・通信業
3661.T,エムアップホールディングス,情報・通信業
3662.T,エイチームホールディングス,情報・通信業
3663.T,セルシス,情報・通信業
3665.T,エニグモ,情報・通信業
3668.T,コロプラ,情報・通信業
3673.T,ブロードリーフ,情報・通信業
3676.T,デジタルハーツホールディングス,情報・通信業
3678.T,メディアドゥ,情報・通信業
3679.T,じげん,情報・通信業
3681.T,ブイキューブ,情報・通信業
3687.T,フィックスターズ,情報・通信業
3694.T,オプティム,情報・通信業
3696.T,セレス,情報・通信業
3697.T,ＳＨＩＦＴ,情報・通信業
3708.T,特種東海製紙,パルプ・紙
3741.T,セック,情報・通信業
3762.T,テクマトリックス,情報・通信業
3763.T,プロシップ,情報・通信業
3765.T,ガンホー・オンライン・エンターテイメント,情報・通信業
3769.T,ＧＭＯペイメントゲートウェイ,情報・通信業
3771.T,システムリサーチ,情報・通信業
3774.T,インターネットイニシアティブ,情報・通信業
3778.T,さくらインターネット,情報・通信業
3788.T,ＧＭＯグローバルサイン・ホールディングス,情報・通信業
3817.T,ＳＲＡホールディングス,情報・通信業
3834.T,朝日ネット,情報・通信業
3835.T,ｅＢＡＳＥ,情報・通信業
3836.T,アバントグループ,情報・通信業
3837.T,アドソル日進,情報・通信業
3843.T,フリービット,情報・通信業
3844.T,コムチュア,情報・通信業
3853.T,アステリア,情報・通信業
3854.T,アイル,情報・通信業
3861.T,王子ホールディングス,パルプ・紙
3863.T,日本製紙,パルプ・紙
3864.T,三菱製紙,パルプ・紙
3865.T,北越コーポレーション,パルプ・紙
3877.T,中越パルプ工業,パルプ・紙
3880.T,大王製紙,パルプ・紙
3901.T,マークラインズ,情報・通信業
3902.T,メディカル・データ・ビジョン,情報・通信業
3903.T,ｇｕｍｉ,情報・通信業
3915.T,テラスカイ,情報・通信業
3916.T,デジタル・インフォメーション・テクノロジー,情報・通信業
3921.T,ネオジャパン,情報・通信業
3922.T,ＰＲ　ＴＩＭＥＳ,情報・通信業
3923.T,ラクス,情報・通信業
3924.T,ランドコンピュータ,情報・通信業
3925.T,ダブルスタンダード,情報・通信業
3926.T,オープンドア,情報・通信業
3932.T,アカツキ,情報・通信業
3939.T,カナミックネットワーク,情報・通信業
3941.T,レンゴー,パルプ・紙
3946.T,トーモク,パルプ・紙
3950.T,ザ・パック,パルプ・紙
3962.T,チェンジホールディングス,情報・通信業
3963.T,シンクロ・フード,情報・通信業
3964.T,オークネット,情報・通信業
3968.T,セグエグループ,情報・通信業
3983.T,オロ,情報・通信業
3984.T,ユーザーローカル,情報・通信業
3992.T,ニーズウェル,情報・通信業
3993.T,ＰＫＳＨＡ　Ｔｅｃｈｎｏｌｏｇｙ,情報・通信業
3994.T,マネーフォワード,情報・通信業
4004.T,レゾナック・ホールディングス,化学
4005.T,住友化学,化学
4008.T,住友精化,化学
4021.T,日産化学,化学
4022.T,ラサ工業,化学
4023.T,クレハ,化学
4025.T,多木化学,化学
4027.T,テイカ,化学
4028.T,石原産業,化学
4041.T,日本曹達,化学
4042.T,東ソー,化学
4043.T,トクヤマ,化学
4044.T,セントラル硝子,化学
4045.T,東亞合成,化学
4046.T,大阪ソーダ,化学
4047.T,関東電化工業,化学
4051.T,ＧＭＯフィナンシャルゲート,情報・通信業
4053.T,Ｓｕｎ　Ａｓｔｅｒｉｓｋ,情報・通信業
4061.T,デンカ,化学
4062.T,イビデン,電気機器
4063.T,信越化学工業,化学
4064.T,日本カーバイド工業,化学
4071.T,プラスアルファ・コンサルティング,情報・通信業
4072.T,電算システムホールディングス,情報・通信業
4078.T,堺化学工業,化学
4082.T,第一稀元素化学工業,化学
4088.T,エア・ウォーター,化学
4091.T,日本酸素ホールディングス,化学
4092.T,日本化学工業,化学
4095.T,日本パーカライジング,化学
4097.T,高圧ガス工業,化学
4099.T,四国化成ホールディングス,化学
4109.T,ステラ　ケミファ,化学
4112.T,保土谷化学工業,化学
4114.T,日本触媒,化学
4116.T,大日精化工業,化学
4118.T,カネカ,化学
4151.T,協和キリン,医薬品
4180.T,Ａｐｐｉｅｒ　Ｇｒｏｕｐ,情報・通信業
4182.T,三菱瓦斯化学,化学
4183.T,三井化学,化学
4186.T,東京応化工業,化学
4187.T,大阪有機化学工業,化学
4188.T,三菱ケミカルグループ,化学
4189.T,ＫＨネオケム,化学
4194.T,ビジョナル,情報・通信業
4202.T,ダイセル,化学
4203.T,住友ベークライト,化学
4204.T,積水化学工業,化学
4205.T,日本ゼオン,化学
4206.T,アイカ工業,化学
4208.T,ＵＢＥ,化学
4212.T,積水樹脂,化学
4216.T,旭有機材,化学
4218.T,ニチバン,化学
4220.T,リケンテクノス,化学
4221.T,大倉工業,化学
4228.T,積水化成品工業,化学
4229.T,群栄化学工業,化学
4246.T,ダイキョーニシカワ,化学
4249.T,森六,化学
4251.T,恵和,化学
4272.T,日本化薬,化学
4275.T,カーリット,化学
4290.T,プレステージ・インターナショナル,サービス業
4301.T,アミューズ,サービス業
4307.T,野村総合研究所,情報・通信業
4310.T,ドリームインキュベータ,サービス業
4318.T,クイック,サービス業
4323.T,日本システム技術,情報・通信業
4324.T,電通グループ,サービス業
4326.T,インテージホールディングス,情報・通信業
4331.T,テイクアンドギヴ・ニーズ,サービス業
4333.T,東邦システムサイエンス,情報・通信業
4337.T,ぴあ,サービス業
4343.T,イオンファンタジー,サービス業
4344.T,ソースネクスト,情報・通信業
4345.T,シーティーエス,サービス業
4362.T,日本精化,化学
4368.T,扶桑化学工業,化学
4369.T,トリケミカル研究所,化学
4373.T,シンプレクス・ホールディングス,情報・通信業
4384.T,ラクスル,情報・通信業
4385.T,メルカリ,情報・通信業
4390.T,ＩＰＳ,情報・通信業
4392.T,ＦＩＧ,情報・通信業
4396.T,システムサポートホールディングス,情報・通信業
4401.T,ＡＤＥＫＡ,化学
4403.T,日油,化学
4410.T,ハリマ化成グループ,化学
4413.T,ボードルア,情報・通信業
4432.T,ウイングアーク１ｓｔ,情報・通信業
4433.T,ヒト・コミュニケーションズ・ホールディングス,情報・通信業
4443.T,Ｓａｎｓａｎ,情報・通信業
4446.T,Ｌｉｎｋ－Ｕグループ,情報・通信業
4449.T,ギフティ,情報・通信業
4452.T,花王,化学
4461.T,第一工業製薬,化学
4462.T,石原ケミカル,化学
4471.T,三洋化成工業,化学
4480.T,メドレー,情報・通信業
4481.T,ベース,情報・通信業
4483.T,ＪＭＤＣ,情報・通信業
4502.T,武田薬品工業,医薬品
4503.T,アステラス製薬,医薬品
4506.T,住友ファーマ,医薬品
4507.T,塩野義製薬,医薬品
4516.T,日本新薬,医薬品
4519.T,中外製薬,医薬品
4521.T,科研製薬,医薬品
4523.T,エーザイ,医薬品
4526.T,理研ビタミン,食料品
4527.T,ロート製薬,医薬品
4528.T,小野薬品工業,医薬品
4530.T,久光製薬,医薬品
4534.T,持田製薬,医薬品
4536.T,参天製薬,医薬品
4538.T,扶桑薬品工業,医薬品
4540.T,ツムラ,医薬品
4543.T,テルモ,精密機器
4544.T,Ｈ．Ｕ．グループホールディングス,サービス業
4547.T,キッセイ薬品工業,医薬品
4548.T,生化学工業,医薬品
4549.T,栄研化学,医薬品
4552.T,ＪＣＲファーマ,医薬品
4553.T,東和薬品,医薬品
4554.T,富士製薬工業,医薬品
4559.T,ゼリア新薬工業,医薬品
4565.T,ネクセラファーマ,医薬品
4568.T,第一三共,医薬品
4569.T,杏林製薬,医薬品
4574.T,大幸薬品,医薬品
4577.T,ダイト,医薬品
4578.T,大塚ホールディングス,医薬品
4587.T,ペプチドリーム,医薬品
4611.T,大日本塗料,化学
4612.T,日本ペイントホールディングス,化学
4613.T,関西ペイント,化学
4617.T,中国塗料,化学
4626.T,太陽ホールディングス,化学
4631.T,ＤＩＣ,化学
4633.T,サカタインクス,化学
4634.T,ａｒｔｉｅｎｃｅ,化学
4641.T,アルプス技研,サービス業
4658.T,日本空調サービス,サービス業
4661.T,オリエンタルランド,サービス業
4662.T,フォーカスシステムズ,情報・通信業
4665.T,ダスキン,サービス業
4666.T,パーク２４,不動産業
4668.T,明光ネットワークジャパン,サービス業
4674.T,クレスコ,情報・通信業
4676.T,フジ・メディア・ホールディングス,情報・通信業
4680.T,ラウンドワン,サービス業
4681.T,リゾートトラスト,サービス業
4684.T,オービック,情報・通信業
4686.T,ジャストシステム,情報・通信業
4687.T,ＴＤＣソフト,情報・通信業
4689.T,ＬＩＮＥヤフー,情報・通信業
4694.T,ビー・エム・エル,サービス業
4704.T,トレンドマイクロ,情報・通信業
4709.T,ＩＤホールディングス,情報・通信業
4714.T,リソー教育グループ,サービス業
4718.T,早稲田アカデミー,サービス業
4719.T,アルファシステムズ,情報・通信業
4722.T,フューチャー,情報・通信業
4725.T,ＣＡＣ　Ｈｏｌｄｉｎｇｓ,情報・通信業
4732.T,ユー・エス・エス,サービス業
4733.T,オービックビジネスコンサルタント,情報・通信業
4743.T,アイティフォー,情報・通信業
4751.T,サイバーエージェント,サービス業
4755.T,楽天グループ,サービス業
4763.T,クリーク・アンド・リバー社,サービス業
4765.T,ＳＢＩグローバルアセットマネジメント,サービス業
4768.T,大塚商会,情報・通信業
4776.T,サイボウズ,情報・通信業
4784.T,ＧＭＯインターネット,サービス業
4792.T,山田コンサルティンググループ,サービス業
4801.T,セントラルスポーツ,サービス業
4809.T,パラカ,不動産業
4812.T,電通総研,情報・通信業
4813.T,ＡＣＣＥＳＳ,情報・通信業
4819.T,デジタルガレージ,情報・通信業
4820.T,イーエムシステムズ,情報・通信業
4825.T,ウェザーニューズ,情報・通信業
4826.T,ＣＩＪ,情報・通信業
4828.T,ビジネスエンジニアリング,情報・通信業
4839.T,ＷＯＷＯＷ,情報・通信業
4845.T,スカラ,情報・通信業
4847.T,インテリジェント　ウェイブ,情報・通信業
4848.T,フルキャストホールディングス,サービス業
4849.T,エン,サービス業
4880.T,セルソース,医薬品
4886.T,あすか製薬ホールディングス,医薬品
4887.T,サワイグループホールディングス,医薬品
4901.T,富士フイルムホールディングス,化学
4902.T,コニカミノルタ,電気機器
4911.T,資生堂,化学
4912.T,ライオン,化学
4914.T,高砂香料工業,化学
4917.T,マンダム,化学
4919.T,ミルボン,化学
4922.T,コーセーホールディングス,化学
4923.T,コタ,化学
4927.T,ポーラ・オルビスホールディングス,化学
4928.T,ノエビアホールディングス,化学
4931.T,新日本製薬,化学
4933.T,Ｉ－ｎｅ,化学
4951.T,エステー,化学
4956.T,コニシ,化学
4958.T,長谷川香料,化学
4967.T,小林製薬,化学
4968.T,荒川化学工業,化学
4971.T,メック,化学
4973.T,日本高純度化学,化学
4974.T,タカラバイオ,化学
4975.T,ＪＣＵ,化学
4980.T,デクセリアルズ,化学
4985.T,アース製薬,化学
4996.T,クミアイ化学工業,化学
4997.T,日本農薬,化学
5011.T,ニチレキグループ,石油・石炭製品
5016.T,ＪＸ金属,非鉄金属
5019.T,出光興産,石油・石炭製品
5020.T,ＥＮＥＯＳホールディングス,石油・石炭製品
5021.T,コスモエネルギーホールディングス,石油・石炭製品
5032.T,ＡＮＹＣＯＬＯＲ,情報・通信業
5036.T,日本ビジネスシステムズ,情報・通信業
5074.T,テスホールディングス,建設業
5076.T,インフロニア・ホールディングス,建設業
5101.T,横浜ゴム,ゴム製品
5105.T,ＴＯＹＯ　ＴＩＲＥ,ゴム製品
5108.T,ブリヂストン,ゴム製品
5110.T,住友ゴム工業,ゴム製品
5121.T,藤倉コンポジット,ゴム製品
5122.T,オカモト,ゴム製品
5142.T,アキレス,化学
5185.T,フコク,ゴム製品
5186.T,ニッタ,ゴム製品
5192.T,三ツ星ベルト,ゴム製品
5195.T,バンドー化学,ゴム製品
5201.T,ＡＧＣ,ガラス・土石製品
5202.T,日本板硝子,ガラス・土石製品
5208.T,有沢製作所,化学
5214.T,日本電気硝子,ガラス・土石製品
5232.T,住友大阪セメント,ガラス・土石製品
5233.T,太平洋セメント,ガラス・土石製品
5261.T,リソルホールディングス,サービス業
5262.T,日本ヒューム,ガラス・土石製品
5269.T,日本コンクリート工業,ガラス・土石製品
5288.T,アジアパイルホールディングス,ガラス・土石製品
5301.T,東海カーボン,ガラス・土石製品
5302.T,日本カーボン,ガラス・土石製品
5310.T,東洋炭素,ガラス・土石製品
5331.T,ノリタケ,ガラス・土石製品
5332.T,ＴＯＴＯ,ガラス・土石製品
5333.T,日本碍子,ガラス・土石製品
5334.T,日本特殊陶業,ガラス・土石製品
5344.T,ＭＡＲＵＷＡ,ガラス・土石製品
5351.T,品川リフラ,ガラス・土石製品
5352.T,黒崎播磨,ガラス・土石製品
5357.T,ヨータイ,ガラス・土石製品
5384.T,フジミインコーポレーテッド,ガラス・土石製品
5393.T,ニチアス,ガラス・土石製品
5401.T,日本製鉄,鉄鋼
5406.T,神戸製鋼所,鉄鋼
5408.T,中山製鋼所,鉄鋼
5410.T,合同製鐵,鉄鋼
5411.T,ＪＦＥホールディングス,鉄鋼
5423.T,東京製鐵,鉄鋼
5440.T,共英製鋼,鉄鋼
5444.T,大和工業,鉄鋼
5445.T,東京鐵鋼,鉄鋼
5451.T,ヨドコウ,鉄鋼
5461.T,中部鋼鈑,鉄鋼
5463.T,丸一鋼管,鉄鋼
5471.T,大同特殊鋼,鉄鋼
5480.T,日本冶金工業,鉄鋼
5482.T,愛知製鋼,鉄鋼
5535.T,ミガロホールディングス,不動産業
5541.T,大平洋金属,鉄鋼
5563.T,新日本電工,鉄鋼
5602.T,栗本鐵工所,鉄鋼
5631.T,日本製鋼所,機械
5632.T,三菱製鋼,鉄鋼
5659.T,日本精線,鉄鋼
5702.T,大紀アルミニウム工業所,非鉄金属
5703.T,日本軽金属ホールディングス,非鉄金属
5706.T,三井金属,非鉄金属
5707.T,東邦亜鉛,非鉄金属
5711.T,三菱マテリアル,非鉄金属
5713.T,住友金属鉱山,非鉄金属
5714.T,ＤＯＷＡホールディングス,非鉄金属
5715.T,古河機械金属,非鉄金属
5726.T,大阪チタニウムテクノロジーズ,非鉄金属
5727.T,東邦チタニウム,非鉄金属
5741.T,ＵＡＣＪ,非鉄金属
5757.T,ＣＫサンエツ,非鉄金属
5801.T,古河電気工業,非鉄金属
5802.T,住友電気工業,非鉄金属
5803.T,フジクラ,非鉄金属
5805.T,ＳＷＣＣ,非鉄金属
5821.T,平河ヒューテック,非鉄金属
5830.T,いよぎんホールディングス,銀行業
5831.T,しずおかフィナンシャルグループ,銀行業
5832.T,ちゅうぎんフィナンシャルグループ,銀行業
5838.T,楽天銀行,銀行業
5844.T,京都フィナンシャルグループ,銀行業
5851.T,リョービ,非鉄金属
5852.T,アーレスティ,非鉄金属
5857.T,ＡＲＥホールディングス,非鉄金属
5889.T,Ｊａｐａｎ　Ｅｙｅｗｅａｒ　Ｈｏｌｄｉｎｇｓ,小売業
5901.T,東洋製罐グループホールディングス,金属製品
5902.T,ホッカンホールディングス,金属製品
5911.T,横河ブリッジホールディングス,金属製品
5929.T,三和ホールディングス,金属製品
5930.T,文化シヤッター,金属製品
5932.T,三協立山,金属製品
5933.T,アルインコ,金属製品
5938.T,ＬＩＸＩＬ,金属製品
